link,title,date,text,complete
http://www.nhc.gov.cn/xcs/yqtb/202208/b5d7f3a58aad4745b7a411c7e6bf98cc.shtml,截至8月10日24时新型冠状病毒肺炎疫情最新情况,2022-08-11,"
8月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例700例。其中境外输入病例86例（广东27例，上海14例，福建11例，北京7例，山东4例，广西4例，云南4例，天津3例，内蒙古3例，四川3例，辽宁2例，江西2例，浙江1例，陕西1例），含7例由无症状感染者转为确诊病例（广东6例，四川1例）；本土病例614例（海南559例，广东25例，浙江11例，内蒙古4例，福建4例，北京2例，江西2例，重庆2例，西藏2例，湖南1例，陕西1例，甘肃1例），含19例由无症状感染者转为确诊病例（海南9例，浙江8例，湖南1例，广东1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例125例，其中境外输入病例60例，本土病例65例（广西21例，甘肃17例，四川16例，内蒙古2例，上海2例，山东2例，河南2例，重庆2例，广东1例），解除医学观察的密切接触者15404人，重症病例较前一日增加2例。
境外输入现有确诊病例633例（其中重症病例2例），无现有疑似病例。累计确诊病例21327例，累计治愈出院病例20694例，无死亡病例。
截至8月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例3471例（其中重症病例7例），累计治愈出院病例224112例，累计死亡病例5226例，累计报告确诊病例232809例，无现有疑似病例。累计追踪到密切接触者4798975人，尚在医学观察的密切接触者126303人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者1466例，其中境外输入87例，本土1379例（海南805例，新疆380例，西藏66例，浙江56例，江西16例，兵团15例，湖北8例，内蒙古6例，甘肃6例，广东5例，广西5例，四川5例，河北2例，重庆2例，吉林1例，河南1例）。
当日解除医学观察的无症状感染者617例，其中境外输入65例，本土552例（甘肃202例，广西183例，山东71例，河南58例，四川10例，上海8例，吉林6例，天津4例，云南4例，广东3例，内蒙古1例，浙江1例，福建1例）；当日转为确诊病例26例（境外输入7例）；尚在医学观察的无症状感染者6263例（境外输入692例）。
累计收到港澳台地区通报确诊病例5165450例。其中，香港特别行政区362983例（出院69555例，死亡9554例），澳门特别行政区791例（出院780例，死亡6例），台湾地区4801676例（出院13742例，死亡9298例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）






                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/8351455412754122a7906335fc77e7e1.shtml,截至8月9日24时新型冠状病毒肺炎疫情最新情况,2022-08-10,"
8月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例444例。其中境外输入病例64例（上海20例，广东20例，四川7例，山东6例，北京4例，福建3例，辽宁1例，河南1例，重庆1例，云南1例），含8例由无症状感染者转为确诊病例（山东3例，广东2例，四川2例，河南1例）；本土病例380例（海南285例，广东39例，内蒙古27例，西藏10例，福建8例，浙江5例，广西2例，湖北1例，重庆1例，四川1例，贵州1例），含23例由无症状感染者转为确诊病例（海南14例，浙江5例，广西2例，福建1例，西藏1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例109例，其中境外输入病例53例，本土病例56例（甘肃24例，广西15例，四川8例，广东5例，安徽2例，内蒙古1例，上海1例），解除医学观察的密切接触者8495人，重症病例较前一日增加2例。
境外输入现有确诊病例607例（其中重症病例2例），无现有疑似病例。累计确诊病例21241例，累计治愈出院病例20634例，无死亡病例。
截至8月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例2896例（其中重症病例5例），累计治愈出院病例223987例，累计死亡病例5226例，累计报告确诊病例232109例，无现有疑似病例。累计追踪到密切接触者4772932人，尚在医学观察的密切接触者115776人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者650例，其中境外输入78例，本土572例（海南285例，新疆122例，浙江49例，湖北24例，兵团21例，西藏18例，广西11例，河南10例，广东7例，内蒙古5例，江西5例，河北3例，安徽2例，福建2例，湖南2例，重庆2例，四川1例，贵州1例，云南1例，甘肃1例）。
当日解除医学观察的无症状感染者301例，其中境外输入47例，本土254例（甘肃157例，广西29例，山东17例，河南16例，四川7例，安徽6例，新疆6例，上海4例，广东4例，河北2例，内蒙古2例，江苏2例，吉林1例，湖北1例）；当日转为确诊病例31例（境外输入8例）；尚在医学观察的无症状感染者5440例（境外输入677例）。
累计收到港澳台地区通报确诊病例5140852例。其中，香港特别行政区362158例（出院69309例，死亡9550例），澳门特别行政区791例（出院780例，死亡6例），台湾地区4777903例（出院13742例，死亡9273例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）





                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/7bcb5ceeefe540ebb9289c37cc0afc41.shtml,截至8月8日24时新型冠状病毒肺炎疫情最新情况,2022-08-09,"
8月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例399例。其中境外输入病例49例（广东16例，北京9例，福建8例，四川7例，上海2例，广西2例，天津1例，辽宁1例，黑龙江1例，江苏1例，云南1例），含6例由无症状感染者转为确诊病例（广东3例，福建2例，四川1例）；本土病例350例（海南300例，广东25例，内蒙古16例，吉林2例，福建2例，重庆2例，广西1例，四川1例，西藏1例），含46例由无症状感染者转为确诊病例（海南43例，内蒙古1例，广东1例，广西1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例108例，其中境外输入病例61例，本土病例47例（甘肃19例，广西10例，四川6例，上海3例，内蒙古2例，河南2例，广东2例，北京1例，山东1例，重庆1例），解除医学观察的密切接触者9711人，重症病例较前一日增加1例。
境外输入现有确诊病例596例（其中重症病例2例），无现有疑似病例。累计确诊病例21177例，累计治愈出院病例20581例，无死亡病例。
截至8月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例2561例（其中重症病例3例），累计治愈出院病例223878例，累计死亡病例5226例，累计报告确诊病例231665例，无现有疑似病例。累计追踪到密切接触者4754851人，尚在医学观察的密切接触者106534人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者540例，其中境外输入62例，本土478例（海南171例，新疆146例，浙江67例，广西25例，西藏21例，广东13例，兵团7例，河南5例，湖北4例，内蒙古3例，吉林3例，福建3例，重庆2例，四川2例，甘肃2例，天津1例，河北1例，安徽1例，江西1例）。
当日解除医学观察的无症状感染者433例，其中境外输入56例，本土377例（甘肃240例，广西53例，山东31例，上海9例，广东9例，云南8例，安徽6例，河南6例，江西4例，吉林3例，四川3例，天津2例，湖北2例，江苏1例）；当日转为确诊病例52例（境外输入6例）；尚在医学观察的无症状感染者5122例（境外输入654例）。
累计收到港澳台地区通报确诊病例5116492例。其中，香港特别行政区361433例（出院69145例，死亡9547例），澳门特别行政区791例（出院777例，死亡6例），台湾地区4754268例（出院13742例，死亡9255例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）






                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/e12653e6071944c4b5da52b7bd552f20.shtml,截至8月7日24时新型冠状病毒肺炎疫情最新情况,2022-08-08,"
8月7日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例380例。其中境外输入病例56例（广东18例，福建9例，四川9例，上海7例，北京4例，广西4例，江苏2例，天津1例，黑龙江1例，云南1例），含6例由无症状感染者转为确诊病例（广东2例，四川2例，天津1例，福建1例）；本土病例324例（海南259例，广东37例，内蒙古12例，浙江4例，湖南3例，北京2例，河北2例，广西2例，湖北1例，重庆1例，四川1例），含42例由无症状感染者转为确诊病例（海南33例，浙江4例，湖南3例，广西2例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例119例，其中境外输入病例45例，本土病例74例（广西28例，甘肃24例，广东8例，重庆7例，四川4例，安徽2例，河南1例），解除医学观察的密切接触者9056人，重症病例与前一日持平。
境外输入现有确诊病例608例（其中重症病例2例），无现有疑似病例。累计确诊病例21128例，累计治愈出院病例20520例，无死亡病例。
截至8月7日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例2270例（其中重症病例2例），累计治愈出院病例223770例，累计死亡病例5226例，累计报告确诊病例231266例，无现有疑似病例。累计追踪到密切接触者4736593人，尚在医学观察的密切接触者98037人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者560例，其中境外输入77例，本土483例（海南245例，浙江82例，新疆69例，河南25例，河北13例，兵团11例，广西10例，湖北9例，广东6例，山东3例，重庆3例，甘肃3例，内蒙古2例，吉林2例）。
当日解除医学观察的无症状感染者486例，其中境外输入62例，本土424例（甘肃263例，广西113例，河南8例，山东7例，四川7例，天津5例，安徽5例，广东4例，兵团4例，上海3例，吉林2例，云南2例，重庆1例）；当日转为确诊病例48例（境外输入6例）；尚在医学观察的无症状感染者5067例（境外输入654例）。
累计收到港澳台地区通报确诊病例5100425例。其中，香港特别行政区360773例（出院69018例，死亡9540例），澳门特别行政区791例（出院777例，死亡6例），台湾地区4738861例（出院13742例，死亡9229例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）





                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/303308c1b5e749d6bc729693ee0517c3.shtml,截至8月6日24时新型冠状病毒肺炎疫情最新情况,2022-08-07,"
8月6日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例390例。其中境外输入病例53例（广东19例，北京10例，福建8例，山东4例，四川4例，上海3例，江苏2例，黑龙江1例，浙江1例，重庆1例），含6例由无症状感染者转为确诊病例（山东2例，广东2例，浙江1例，福建1例）；本土病例337例（海南297例，内蒙古12例，广东12例，重庆5例，浙江3例，广西3例，北京1例，江苏1例，河南1例，湖南1例，贵州1例），含29例由无症状感染者转为确诊病例（海南26例，北京1例，浙江1例，贵州1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例153例，其中境外输入病例55例，本土病例98例（广西41例，甘肃24例，四川14例，广东7例，上海3例，山东3例，安徽2例，海南2例，北京1例，河南1例），解除医学观察的密切接触者14817人，重症病例较前一日增加1例。
境外输入现有确诊病例597例（其中重症病例2例），无现有疑似病例。累计确诊病例21072例，累计治愈出院病例20475例，无死亡病例。
截至8月6日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例2009例（其中重症病例2例），累计治愈出院病例223651例，累计死亡病例5226例，累计报告确诊病例230886例，无现有疑似病例。累计追踪到密切接触者4722938人，尚在医学观察的密切接触者93522人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者478例，其中境外输入79例，本土399例（海南186例，浙江69例，新疆52例，河南30例，广西19例，兵团8例，甘肃7例，河北5例，广东5例，内蒙古4例，山东4例，湖南3例，吉林2例，重庆2例，四川2例，贵州1例）。
当日解除医学观察的无症状感染者640例，其中境外输入75例，本土565例（广西258例，甘肃200例，山东48例，上海11例，河南9例，云南9例，吉林7例，安徽6例，广东5例，四川5例，江苏3例，江西2例，湖北2例）；当日转为确诊病例35例（境外输入6例）；尚在医学观察的无症状感染者5041例（境外输入645例）。
累计收到港澳台地区通报确诊病例5077697例。其中，香港特别行政区360087例（出院68847例，死亡9535例），澳门特别行政区791例（出院777例，死亡6例），台湾地区4716819例（出院13742例，死亡9187例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）






                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/96e52442c6e247c689dde3cec5c098d9.shtml,截至8月5日24时新型冠状病毒肺炎疫情最新情况,2022-08-06,"
8月5日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例361例。其中境外输入病例51例（福建11例，广东11例，上海8例，云南6例，北京5例，四川4例，天津1例，辽宁1例，黑龙江1例，江苏1例，山东1例，湖南1例），含4例由无症状感染者转为确诊病例（天津1例，湖南1例，广东1例，四川1例）；本土病例310例（海南262例，内蒙古22例，广东11例，浙江7例，广西4例，重庆3例，四川1例），含17例由无症状感染者转为确诊病例（浙江7例，海南7例，重庆2例，广西1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例212例，其中境外输入病例63例，本土病例149例（广西90例，甘肃28例，广东18例，上海6例，四川5例，河南1例，重庆1例），解除医学观察的密切接触者14856人，重症病例与前一日持平。
境外输入现有确诊病例599例（其中重症病例1例），无现有疑似病例。累计确诊病例21019例，累计治愈出院病例20420例，无死亡病例。
截至8月5日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1772例（其中重症病例1例），累计治愈出院病例223498例，累计死亡病例5226例，累计报告确诊病例230496例，无现有疑似病例。累计追踪到密切接触者4711419人，尚在医学观察的密切接触者96867人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者343例，其中境外输入68例，本土275例（浙江95例，海南46例，新疆42例，河南28例，广西27例，河北8例，山东7例，兵团6例，内蒙古4例，吉林2例，安徽2例，广东2例，重庆2例，甘肃2例，天津1例，贵州1例）。
当日解除医学观察的无症状感染者688例，其中境外输入49例，本土639例（广西415例，甘肃165例，广东16例，上海12例，河南11例，安徽7例，天津4例，江西3例，江苏2例，四川2例，辽宁1例，云南1例）；当日转为确诊病例21例（境外输入4例）；尚在医学观察的无症状感染者5238例（境外输入647例）。
累计收到港澳台地区通报确诊病例5057130例。其中，香港特别行政区359370例（出院68618例，死亡9531例），澳门特别行政区791例（出院777例，死亡6例），台湾地区4696969例（出院13742例，死亡9136例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）





                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/5343e4de69394bcf85daf2d956a55aa3.shtml,截至8月4日24时新型冠状病毒肺炎疫情最新情况,2022-08-05,"

8月4日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例222例。其中境外输入病例60例（福建18例，广东14例，内蒙古6例，上海5例，四川5例，陕西4例，北京3例，山东2例，黑龙江1例，浙江1例，云南1例），含11例由无症状感染者转为确诊病例（内蒙古6例，广东3例，福建1例，山东1例）；本土病例162例（海南127例，广西16例，浙江12例，重庆3例，内蒙古2例，广东1例，四川1例），含23例由无症状感染者转为确诊病例（广西13例，浙江9例，海南1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例147例，其中境外输入病例37例，本土病例110例（甘肃58例，广西26例，广东9例，河南4例，四川4例，安徽3例，上海2例，江苏1例，江西1例，海南1例，云南1例），解除医学观察的密切接触者18129人，重症病例较前一日减少1例。
境外输入现有确诊病例611例（其中重症病例1例），无现有疑似病例。累计确诊病例20968例，累计治愈出院病例20357例，无死亡病例。
截至8月4日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1623例（其中重症病例1例），累计治愈出院病例223286例，累计死亡病例5226例，累计报告确诊病例230135例，无现有疑似病例。累计追踪到密切接触者4701045人，尚在医学观察的密切接触者101384人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者317例，其中境外输入69例，本土248例（浙江54例，河南42例，海南35例，广西34例，新疆27例，山东16例，兵团14例，甘肃10例，重庆9例，河北2例，天津1例，内蒙古1例，江西1例，贵州1例，宁夏1例）。
当日解除医学观察的无症状感染者582例，其中境外输入61例，本土521例（甘肃263例，广西165例，安徽24例，河南20例，上海16例，广东12例，云南7例，江西5例，吉林3例，天津2例，四川2例，江苏1例，湖南1例）；当日转为确诊病例34例（境外输入11例）；尚在医学观察的无症状感染者5604例（境外输入632例）。
累计收到港澳台地区通报确诊病例5034647例。其中，香港特别行政区358728例（出院68399例，死亡9527例），澳门特别行政区791例（出院777例，死亡6例），台湾地区4675128例（出院13742例，死亡9082例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）






                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/9afa3bfe617f4e6d9451dc0bb4f4c704.shtml,截至8月3日24时新型冠状病毒肺炎疫情最新情况,2022-08-04,"
8月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例111例。其中境外输入病例58例（广东29例，上海8例，福建8例，黑龙江3例，内蒙古2例，辽宁2例，重庆2例，北京1例，江苏1例，山东1例，云南1例），含5例由无症状感染者转为确诊病例（辽宁2例，广东2例，山东1例）；本土病例53例（海南24例，内蒙古10例，浙江9例，福建2例，山东2例，河南2例，广西2例，重庆1例，四川1例），含6例由无症状感染者转为确诊病例（浙江4例，广西1例，四川1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例130例，其中境外输入病例40例，本土病例90例（广西36例，甘肃31例，广东10例，四川7例，浙江2例，安徽2例，海南2例），解除医学观察的密切接触者27872人，重症病例较前一日增加1例。
境外输入现有确诊病例588例（其中重症病例1例），无现有疑似病例。累计确诊病例20908例，累计治愈出院病例20320例，无死亡病例。
截至8月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1548例（其中重症病例2例），累计治愈出院病例223139例，累计死亡病例5226例，累计报告确诊病例229913例，无现有疑似病例。累计追踪到密切接触者4688014人，尚在医学观察的密切接触者106601人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者335例，其中境外输入94例，本土241例（广西62例，浙江45例，河南41例，新疆25例，山东24例，兵团18例，甘肃11例，内蒙古4例，海南3例，吉林2例，上海2例，北京1例，河北1例，重庆1例，云南1例）。
当日解除医学观察的无症状感染者640例，其中境外输入58例，本土582例（广西331例，甘肃174例，安徽21例，上海15例，广东12例，河南10例，天津4例，吉林4例，四川4例，江西3例，江苏2例，福建1例，重庆1例）；当日转为确诊病例11例（境外输入5例）；尚在医学观察的无症状感染者5903例（境外输入635例）。
累计收到港澳台地区通报确诊病例5010886例。其中，香港特别行政区357909例（出院68188例，死亡9524例），澳门特别行政区791例（出院777例，死亡6例），台湾地区4652186例（出院13742例，死亡9026例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）






                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/4c096eeaadfe40558e94f0ec913f3963.shtml,截至8月2日24时新型冠状病毒肺炎疫情最新情况,2022-08-03,"

8月2日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例101例。其中境外输入病例63例（广东19例，福建10例，北京6例，上海6例，吉林4例，黑龙江4例，四川4例，云南4例，天津2例，辽宁1例，浙江1例，山东1例，重庆1例），含13例由无症状感染者转为确诊病例（福建5例，吉林3例，天津2例，北京1例，山东1例，四川1例）；本土病例38例（海南12例，甘肃10例，内蒙古8例，广西4例，山东3例，四川1例），含12例由无症状感染者转为确诊病例（甘肃10例，广西2例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例128例，其中境外输入病例34例，本土病例94例（甘肃40例，广西27例，广东15例，上海5例，安徽3例，四川2例，河南1例，海南1例），解除医学观察的密切接触者10589人，重症病例较前一日减少1例。
境外输入现有确诊病例570例（无重症病例），无现有疑似病例。累计确诊病例20850例，累计治愈出院病例20280例，无死亡病例。
截至8月2日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1567例（其中重症病例1例），累计治愈出院病例223009例，累计死亡病例5226例，累计报告确诊病例229802例，无现有疑似病例。累计追踪到密切接触者4679817人，尚在医学观察的密切接触者126590人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者335例，其中境外输入84例，本土251例（广西74例，河南56例，甘肃37例，山东36例，新疆20例，兵团11例，四川5例，浙江4例，内蒙古3例，河北1例，江西1例，广东1例，海南1例，云南1例）。
当日解除医学观察的无症状感染者663例，其中境外输入54例，本土609例（甘肃411例，广西106例，河南22例，安徽20例，上海13例，广东10例，天津5例，吉林5例，福建5例，江西5例，江苏2例，海南2例，浙江1例，重庆1例，四川1例）；当日转为确诊病例25例（境外输入13例）；尚在医学观察的无症状感染者6219例（境外输入604例）。
累计收到港澳台地区通报确诊病例4986317例。其中，香港特别行政区357232例（出院68002例，死亡9520例），澳门特别行政区791例（出院760例，死亡6例），台湾地区4628294例（出院13742例，死亡8994例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）





                分享到  
          

",True
http://www.nhc.gov.cn/xcs/yqtb/202208/7997e0d76f9143a0bf86facb22b86e47.shtml,截至8月1日24时新型冠状病毒肺炎疫情最新情况,2022-08-02,"
8月1日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例107例。其中境外输入病例61例（广东30例，上海8例，福建8例，江苏4例，北京3例，四川3例，云南3例，重庆1例，陕西1例），含8例由无症状感染者转为确诊病例（广东5例，福建2例，云南1例）；本土病例46例（甘肃10例，广西9例，四川9例，内蒙古7例，福建7例，河南2例，海南1例，兵团1例），含20例由无症状感染者转为确诊病例（甘肃8例，广西7例，四川4例，河南1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例191例，其中境外输入病例50例，本土病例141例（广西54例，甘肃44例，广东22例，上海4例，海南4例，安徽3例，四川3例，江西2例，河南2例，重庆2例，福建1例），解除医学观察的密切接触者10425人，重症病例较前一日减少2例。
境外输入现有确诊病例541例（无重症病例），无现有疑似病例。累计确诊病例20787例，累计治愈出院病例20246例，无死亡病例。
截至8月1日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1594例（其中重症病例2例），累计治愈出院病例222881例，累计死亡病例5226例，累计报告确诊病例229701例，无现有疑似病例。累计追踪到密切接触者4671492人，尚在医学观察的密切接触者129726人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者391例，其中境外输入64例，本土327例（广西96例，甘肃69例，河南67例，山东47例，新疆28例，内蒙古8例，天津4例，兵团3例，江西2例，四川2例，广东1例）。
当日解除医学观察的无症状感染者666例，其中境外输入58例，本土608例（甘肃277例，广西235例，河南31例，安徽20例，上海18例，广东9例，天津7例，江西5例，四川5例，新疆1例）；当日转为确诊病例28例（境外输入8例）；尚在医学观察的无症状感染者6572例（境外输入587例）。
累计收到港澳台地区通报确诊病例4962126例。其中，香港特别行政区356574例（出院67853例，死亡9509例），澳门特别行政区791例（出院734例，死亡6例），台湾地区4604761例（出院13742例，死亡8963例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）






                分享到  
          

",True
